issue_id,release,impact_status,feature_area,highlight_tags,action_required,impact_notes,applied_rules,summary,components,subcomponents,labels,fix_versions
JDK-8343928,21.0.6,needs_review,security,,要確認,,,Fix typo of property name in TestOAEPPadding after 8341927,security-libs,java.security,,21.0.6
JDK-8344276,21.0.6,needs_review,security,,要確認,,,Update tests to use stronger Key and Salt size,security-libs,java.security,,21.0.6
JDK-8344290,21.0.6,needs_review,runtime_core,,要確認,,,The makefiles should set problemlist and adjust timeout basing on the given VM flags,hotspot,test,,21.0.6
JDK-8344291,21.0.6,needs_review,runtime_core,,要確認,,,JMXStatusTest.java fails assertion intermittently,core-svc,javax.management,,21.0.6
JDK-8344292,21.0.6,needs_review,security,,要確認,,,Several security shell tests don't set TESTJAVAOPTS,security-libs,java.security,,21.0.6
JDK-8344295,21.0.6,needs_review,classlib,,要確認,,,Disable ubsan checks in some awt/2d coding,client-libs,2d,,21.0.6
JDK-8344296,21.0.6,excluded,interop,,対応不要,targets=linux,non_windows11_platform,java/net/httpclient/ManyRequests2.java fails intermittently on Linux,core-libs,java.net,,21.0.6
JDK-8344390,21.0.6,needs_review,security,,要確認,,,Few security tests ignore VM flags,security-libs,java.security,,21.0.6
JDK-8344392,21.0.6,needs_review,runtime_core,,要確認,,,Additional tests in jmxremote/startstop to match on PID not app name,core-svc,javax.management,,21.0.6
JDK-8344398,21.0.6,needs_review,security,,要確認,,,Update tests to use stronger key parameters and certificates,security-libs,java.security,,21.0.6
JDK-8344400,21.0.6,needs_review,security,,要確認,,,Update tests to use stronger algorithms and keys,security-libs,java.security,,21.0.6
JDK-8344404,21.0.6,needs_review,runtime_core,,要確認,,,[s390x] multiple test failures with ubsan,hotspot,compiler,,21.0.6
JDK-8344405,21.0.6,needs_review,runtime_core,,要確認,,,Enhance register printing on x86_64 platforms,hotspot,runtime,,21.0.6
JDK-8344406,21.0.6,needs_review,runtime_core,,要確認,,,[PPC64] Disallow OptoScheduling,hotspot,compiler,,21.0.6
JDK-8344407,21.0.6,excluded,runtime_core,test_infra,対応不要,"keywords=jtreg,problemlist",doc_or_test,[s390x] ProblemList hotspot/jtreg/runtime/NMT/VirtualAllocCommitMerge.java,hotspot,runtime,,21.0.6
JDK-8344408,21.0.6,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bzgc\b,gc_related,ZGC: Division by zero in heuristics after JDK-8332717,hotspot,gc,,21.0.6
JDK-8344409,21.0.6,needs_review,runtime_core,,要確認,,,ubsan: division by zero in sharedRuntimeTrans.cpp,hotspot,compiler,,21.0.6
JDK-8344410,21.0.6,needs_review,runtime_core,,要確認,,,Ubsan: ciEnv.cpp:1614:65: runtime error: member call on null pointer of type 'struct CompileTask',hotspot,compiler,,21.0.6
JDK-8344416,21.0.6,needs_review,runtime_core,,要確認,,,[JFR] Long strings should be added to the string pool,hotspot,jfr,,21.0.6
JDK-8344421,21.0.6,excluded,test_infra,,対応不要,targets=macos,non_windows11_platform,GHA: Switch to Xcode 15 on MacOS AArch64 runners,infrastructure,build,,21.0.6
JDK-8344574,21.0.6,needs_review,classlib,,要確認,,,ThreadLocal.nextHashCode can be static final,core-libs,java.lang,,21.0.6
JDK-8344591,21.0.6,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bshenandoah\b,gc_related,Shenandoah: Parallel worker use in parallel_heap_region_iterate,hotspot,gc,,21.0.6
JDK-8344605,21.0.6,needs_review,runtime_core,,要確認,,,docker tests do not work when ubsan is configured,hotspot,runtime,,21.0.6
JDK-8344613,21.0.6,excluded,test_infra,test_infra,対応不要,"keywords=jtreg,test",doc_or_test,Create jtreg test case for JDK-8325203,tools,jpackage,,21.0.6
JDK-8344614,21.0.6,needs_review,compiler_tools,,要確認,,,tools/jpackage/windows/WinChildProcessTest.java Failed: Check is calculator process is alive,tools,jpackage,,21.0.6
JDK-8344623,21.0.6,needs_review,runtime_core,,要確認,,,Do libubsan1 installation in test container only if requested,hotspot,runtime,,21.0.6
JDK-8344657,21.0.6,needs_review,security,,要確認,,,Improve logging in OCSPTimeout and SimpleOCSPResponder to help diagnose JDK-8309754,security-libs,java.security,,21.0.6
JDK-8344676,21.0.6,excluded,runtime_core,,対応不要,targets=linux,non_windows11_platform,Fix some warnings as errors when building on Linux with toolchain clang,hotspot,other,,21.0.6
JDK-8344677,21.0.6,needs_review,runtime_core,,要確認,,,sun/management/jmxremote/bootstrap/SSLConfigFilePermissionTest.java failed with BindException: Address already in use,core-svc,javax.management,,21.0.6
JDK-8344678,21.0.6,needs_review,classlib,,要確認,,,(tz) Update Timezone Data to 2024b,core-libs,java.time,,21.0.6
JDK-8344679,21.0.6,needs_review,classlib,,要確認,,,Several tests from corelibs areas ignore VM flags,core-libs,,,21.0.6
JDK-8344803,21.0.6,needs_review,runtime_core,,要確認,,,VectorGatherMaskFoldingTest.java failed when maximum vector bits is 64,hotspot,compiler,,21.0.6
JDK-8344805,21.0.6,needs_review,runtime_core,,要確認,,,[s390x]  Disallow OptoScheduling,hotspot,compiler,,21.0.6
JDK-8344864,21.0.6,needs_review,runtime_core,,要確認,,,Fix nonnull-compare warnings,hotspot,compiler,,21.0.6
JDK-8344958,21.0.6,needs_review,test_infra,,要確認,,,Harden TzdbZoneRulesCompiler against missing zone names,infrastructure,build,,21.0.6
JDK-8344961,21.0.6,needs_review,test_infra,,要確認,,,Compile without -fno-delete-null-pointer-checks,infrastructure,build,,21.0.6
JDK-8344962,21.0.6,needs_review,runtime_core,,要確認,,,Test TestPrivilegedMode.java intermittent fails java.lang.NoClassDefFoundError: jdk/test/lib/Platform,hotspot,compiler,,21.0.6
JDK-8344964,21.0.6,needs_review,interop,,要確認,,,Test AsyncClose.java intermittent fails - Socket.getInputStream().read() wasn't preempted,core-libs,java.net,,21.0.6
JDK-8344993,21.0.6,needs_review,classlib,,要確認,,,[21u] [REDO] Backport JDK-8327501 and JDK-8328366 to JDK 21,core-libs,java.util.concurrent,"jdk21u-fix-request,jdk21u-fix-yes",21.0.6
JDK-8345055,21.0.6,excluded,runtime_core,,対応不要,"keywords=problemlist,test; labels=noreg-self | targets=aix,linux; os_field=linux/aix","doc_or_test,non_windows11_platform",[21u] ProblemList failing rtm tests on ppc platforms,hotspot,runtime,"jdk21u-fix-request,jdk21u-fix-yes,noreg-self,oraclejdk-na",21.0.6
JDK-8345174,21.0.6,needs_review,compiler_tools,,要確認,,,langtools/tools/javac/newlines/NewLineTest.java is failing on Japanese Windows,tools,javac,,21.0.6
JDK-8345180,21.0.6,excluded,runtime_core,,対応不要,"keywords=problemlist,test",doc_or_test,Problemlist vmTestbase/vm/mlvm/meth/stress/compiler/deoptimize/Test.java#id1 until JDK-8320865 is fixed,hotspot,compiler,,21.0.6
JDK-8345227,21.0.6,needs_review,runtime_core,,要確認,,,[s390x] C1 unwind_handler fails to unlock synchronized methods with LM_MONITOR,hotspot,compiler,,21.0.6
JDK-8345228,21.0.6,excluded,gc,,対応不要,component=hotspot/gc,gc_related,UnsafeIntrinsicsTest.java#ZGenerationalDebug assert(!assert_on_failure) failed: Has low-order bits set,hotspot,gc,,21.0.6
JDK-8345290,21.0.6,needs_review,runtime_core,,要確認,,,java.lang.Process is unresponsive and CPU usage spikes to 100%,hotspot,runtime,,21.0.6
JDK-8345311,21.0.6,needs_review,runtime_core,,要確認,,,Test TestEnableJVMCIProduct.java run with virtual thread intermittent fails,hotspot,compiler,,21.0.6
JDK-8345317,21.0.6,needs_review,compiler_tools,,要確認,,,SystemModulesMap::classNames and moduleNames arrays do not match the order,tools,jlink,,21.0.6
JDK-8345370,21.0.7,needs_review,security,,要確認,,,Bump update version for OpenJDK: jdk-21.0.7,infrastructure,release_eng,"jdk21u-fix-request,jdk21u-fix-yes",21.0.7
JDK-8345417,21.0.6,needs_review,classlib,,要確認,,,Thread.setContextClassloader from thread in FJP commonPool task no longer works after JDK-8327501 redux,core-libs,java.util.concurrent,,21.0.6
JDK-8345437,21.0.6,needs_review,security,,要確認,,,Add an operation mode to the jar command when extracting to not overwriting existing files,core-libs,java.util.jar,,21.0.6
JDK-8345494,21.0.7,needs_review,runtime_core,,要確認,,,JitTester: Implement temporary folder functionality,hotspot,compiler,,21.0.7
JDK-8345495,21.0.7,needs_review,runtime_core,,要確認,,,Add counting leading/trailing zero tests for Integer,hotspot,compiler,,21.0.7
JDK-8345496,21.0.7,needs_review,classlib,test_infra,要確認,,,Fix usages of jtreg-reserved properties,core-libs,,,21.0.7
JDK-8345497,21.0.7,needs_review,interop,,要確認,,,Normalize string with locale invariant `toLowerCase()`,other-libs,other,,21.0.7
JDK-8345498,21.0.7,needs_review,security,,要確認,,,Cleanups and JUnit conversion of test/jdk/java/util/zip/Available.java,core-libs,java.util.jar,,21.0.7
JDK-8345499,21.0.7,needs_review,runtime_core,,要確認,,,C2: Memory for TypeInterfaces not reclaimed by hashcons(),hotspot,compiler,,21.0.7
JDK-8345508,21.0.7,needs_review,runtime_core,,要確認,,,PPC64: C1 unwind_handler fails to unlock synchronized methods with LM_MONITOR,hotspot,compiler,,21.0.7
JDK-8345701,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test4222508,client-libs,javax.swing,,21.0.7
JDK-8345702,21.0.7,needs_review,classlib,,要確認,,,[TESTBUG] XparColor.java test fails with Error. Parse Exception: Invalid or unrecognized bugid: @,client-libs,java.awt,,21.0.7
JDK-8345703,21.0.7,needs_review,runtime_core,,要確認,,,Test com/sun/jdi/InterruptHangTest.java failed: Thread was never interrupted during sleep,core-svc,debugger,,21.0.7
JDK-8345707,21.0.7,needs_review,classlib,,要確認,,,Test javax/swing/JFileChooser/8080628/bug8080628.java doesn't test for GTK L&F,client-libs,javax.swing,,21.0.7
JDK-8345708,21.0.7,needs_review,security,,要確認,,,Test sun/security/validator/samedn.sh CertificateNotYetValidException: NotBefore validation,security-libs,java.security,,21.0.7
JDK-8345709,21.0.7,needs_review,security,,要確認,,,Logs truncated in test javax/net/ssl/DTLS/DTLSRehandshakeTest.java,security-libs,javax.net.ssl,,21.0.7
JDK-8345710,21.0.7,needs_review,classlib,,要確認,,,Update jdk/java/time/tck/java/time/TCKInstant.java now() to be more robust,core-libs,java.time,,21.0.7
JDK-8345771,21.0.7,needs_review,runtime_core,,要確認,,,PPC64: ObjectMonitor::_owner should be reset unconditionally in nmethod unlocking,hotspot,compiler,,21.0.7
JDK-8345866,21.0.7,needs_review,runtime_core,,要確認,,,jdk/jfr/startupargs/TestStartDuration.java should be marked as flagless,hotspot,jfr,,21.0.7
JDK-8345884,21.0.7,needs_review,security,,要確認,,,SunPKCS11 provider checks on PKCS11 Mechanism are problematic,security-libs,javax.crypto:pkcs11,,21.0.7
JDK-8345914,21.0.7,needs_review,runtime_core,,要確認,,,Misc crash dump improvements on more platforms after JDK-8294160,hotspot,runtime,,21.0.7
JDK-8345915,21.0.7,excluded,runtime_core,,対応不要,targets=aix,non_windows11_platform,Cleanup os::print_tos_pc on AIX,hotspot,runtime,,21.0.7
JDK-8345983,21.0.7,needs_review,runtime_core,,要確認,,,CompileBroker::possibly_add_compiler_threads excessively polls available memory,hotspot,compiler,,21.0.7
JDK-8346000,21.0.7,needs_review,runtime_core,,要確認,,,[REDO] Native memory leak when not recording any events,hotspot,jfr,,21.0.7
JDK-8346001,21.0.7,needs_review,runtime_core,,要確認,,,DSO created with -ffast-math breaks Java floating-point arithmetic,hotspot,runtime,,21.0.7
JDK-8346004,21.0.7,needs_review,runtime_core,,要確認,,,C2: assert(!n_loop->is_member(get_loop(lca))) failed: control must not be back in the loop,hotspot,compiler,,21.0.7
JDK-8346021,21.0.7,needs_review,runtime_core,,要確認,,,[REDO] Implement C2 VectorizedHashCode on AArch64,hotspot,compiler,,21.0.7
JDK-8346075,21.0.7,needs_review,runtime_core,,要確認,,,jcmd: Compiler.CodeHeap_Analytics cmd does not inform about missing aggregate,hotspot,compiler,,21.0.7
JDK-8346077,21.0.7,needs_review,compiler_tools,,要確認,,,test/jdk/tools/jpackage/share/ServiceTest.java test fails,tools,jpackage,,21.0.7
JDK-8346078,21.0.7,needs_review,compiler_tools,,要確認,,,Remove `--compress` from jlink command lines from jpackage tests,tools,jpackage,,21.0.7
JDK-8346079,21.0.7,needs_review,compiler_tools,,要確認,,,Consolidate EmptyFolderTest and EmptyFolderPackageTest jpackage tests into single java file,tools,jpackage,,21.0.7
JDK-8346108,21.0.7,needs_review,runtime_core,,要確認,,,[21u][BACKOUT] 8337994: [REDO] Native memory leak when not recording any events,hotspot,jfr,"jdk21u-fix-request,jdk21u-fix-yes",21.0.7
JDK-8346155,21.0.7,excluded,runtime_core,,対応不要,keywords=\bgc\b,gc_related,"jdk/jfr/event/gc/stacktrace/TestParallelMarkSweepAllocationPendingStackTrace.java failed with ""OutOfMemoryError: GC overhead limit exceeded""",hotspot,jfr,,21.0.7
JDK-8346187,21.0.7,needs_review,compiler_tools,,要確認,,,tools/jpackage/windows/Win8282351Test.java fails with java.lang.AssertionError: Expected [0]. Actual [1618]:,tools,jpackage,,21.0.7
JDK-8346189,21.0.7,needs_review,runtime_core,,要確認,,,AArch64: VM crashes with SIGILL when prctl is disallowed,hotspot,compiler,,21.0.7
JDK-8346191,21.0.7,needs_review,runtime_core,,要確認,,,Check return value of hcreate_r,hotspot,svc-agent,,21.0.7
JDK-8346266,21.0.7,excluded,test_infra,,対応不要,targets=macos,non_windows11_platform,[macos] [build]: install-file macro may run into permission denied error,infrastructure,build,,21.0.7
JDK-8346267,21.0.7,needs_review,test_infra,,要確認,,,Make target mac-jdk-bundle fails on chmod command,infrastructure,build,,21.0.7
JDK-8346286,21.0.7,needs_review,runtime_core,,要確認,,,Disable unstable check of ThreadsListHandle.sanity_vm ThreadList values,hotspot,runtime,,21.0.7
JDK-8346332,21.0.7,needs_review,runtime_core,,要確認,,,C2: Use after free in PhaseChaitin::Register_Allocate(),hotspot,compiler,,21.0.7
JDK-8346395,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test4319113,client-libs,javax.swing,,21.0.7
JDK-8346396,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test4759306,client-libs,javax.swing,,21.0.7
JDK-8346397,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test6348456,client-libs,javax.swing,,21.0.7
JDK-8346398,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/print/PageFormat/SetOrient.html applet test to main,client-libs,java.awt,,21.0.7
JDK-8346401,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test4887836,client-libs,javax.swing,,21.0.7
JDK-8346402,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test6977726,client-libs,javax.swing,,21.0.7
JDK-8346403,21.0.7,needs_review,runtime_core,,要確認,,,pthread_attr_init handle return value and destroy pthread_attr_t object,hotspot,runtime,,21.0.7
JDK-8346407,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source few Undecorated Frame tests,client-libs,java.awt,,21.0.7
JDK-8346408,21.0.7,needs_review,classlib,,要確認,,,java/awt/Frame/MaximizeUndecoratedTest.java fails in OEL due to a slight color difference,client-libs,java.awt,,21.0.7
JDK-8346409,21.0.7,needs_review,classlib,,要確認,,,PrintNullString.java doesn't use float arguments,client-libs,java.awt,,21.0.7
JDK-8346412,21.0.7,needs_review,runtime_core,,要確認,,,Test javax/management/remote/mandatory/notif/NotifReconnectDeadlockTest.java failed with NullPointerException,core-svc,javax.management,,21.0.7
JDK-8346413,21.0.7,needs_review,runtime_core,,要確認,,,Redo fix for JDK-8284620,hotspot,compiler,,21.0.7
JDK-8346416,21.0.7,needs_review,classlib,,要確認,,,Rearrange reachabilityFence()s in jdk.test.lib.util.ForceGC,core-libs,java.lang,,21.0.7
JDK-8346417,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source couple TextField related tests,client-libs,java.awt,,21.0.7
JDK-8346421,21.0.7,needs_review,security,,要確認,,,Update PKCS#11 Cryptographic Token Interface to v3.1,security-libs,javax.crypto:pkcs11,,21.0.7
JDK-8346425,21.0.7,needs_review,classlib,,要確認,,,Improve JButton/bug4490179.java,client-libs,javax.swing,,21.0.7
JDK-8346428,21.0.7,excluded,test_infra,test_infra,対応不要,"keywords=jtreg,test",doc_or_test,Move common properties from jpackage jtreg test declarations to TEST.properties file,tools,jpackage,,21.0.7
JDK-8346451,21.0.7,needs_review,classlib,,要確認,,,Open some swing tests 2,client-libs,javax.swing,,21.0.7
JDK-8346452,21.0.7,needs_review,classlib,,要確認,,,Open some swing tests 4,client-libs,javax.swing,,21.0.7
JDK-8346458,21.0.7,needs_review,classlib,,要確認,,,Open some swing tests 5,client-libs,javax.swing,,21.0.7
JDK-8346459,21.0.7,needs_review,classlib,,要確認,,,Open some swing tests 6,client-libs,javax.swing,,21.0.7
JDK-8346537,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/image/MemoryLeakTest/MemoryLeakTest.java applet test to main,client-libs,java.awt,,21.0.7
JDK-8346539,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/print/Dialog/PrintApplet.java applet test to main,client-libs,java.awt,,21.0.7
JDK-8346540,21.0.7,needs_review,classlib,,要確認,,,Convert javax/swing/JColorChooser/8065098/bug8065098.java applet test to main,client-libs,javax.swing,,21.0.7
JDK-8346542,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/print/PrinterJob/PrinterDialogsModalityTest/PrinterDialogsModalityTest.html applet test to main,client-libs,java.awt,,21.0.7
JDK-8346577,21.0.7,needs_review,compiler_tools,,要確認,,,tools/jpackage/windows/Win8301247Test.java fails on localized Windows platform,tools,jpackage,,21.0.7
JDK-8346578,21.0.7,excluded,runtime_core,,対応不要,targets=macos,non_windows11_platform,SA core file support is broken on macosx-x64 starting with macOS 12.x,hotspot,svc-agent,,21.0.7
JDK-8346617,21.0.7,needs_review,test_infra,,要確認,,,GHA: Collect hs_errs from build time failures,infrastructure,build,,21.0.7
JDK-8346618,21.0.7,needs_review,test_infra,,要確認,,,GHA: Report truncation is broken after JDK-8341424,infrastructure,build,,21.0.7
JDK-8346624,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing JTree JViewport KeyboardManager tests,client-libs,javax.swing,,21.0.7
JDK-8346625,21.0.7,needs_review,classlib,,要確認,,,JViewport Test headless failure,client-libs,javax.swing,,21.0.7
JDK-8346626,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JColorChooser tests Test4759934,client-libs,javax.swing,,21.0.7
JDK-8346627,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/im/JTextFieldTest.java applet test to main,client-libs,java.awt,,21.0.7
JDK-8346629,21.0.7,needs_review,classlib,,要確認,,,Frame not disposed in java/awt/dnd/DropActionChangeTest.java,client-libs,java.awt,,21.0.7
JDK-8346630,21.0.7,needs_review,runtime_core,,要確認,,,"runtime/handshake/HandshakeDirectTest.java causes ""monitor end should be strictly below the frame pointer"" assertion failure on AArch64",hotspot,runtime,,21.0.7
JDK-8346631,21.0.7,needs_review,interop,,要確認,,,Test java/nio/channels/Selector/WakeupNow.java failed,core-libs,java.nio,,21.0.7
JDK-8346634,21.0.7,needs_review,security,,要確認,,,test/jdk/sun/security/tools/jarsigner/PreserveRawManifestEntryAndDigest.java can fail due to regex,security-libs,java.security,,21.0.7
JDK-8346635,21.0.7,needs_review,classlib,,要確認,,,PassFailJFrame.java test result: Error. Bad action for script: build},client-libs,,,21.0.7
JDK-8346636,21.0.7,needs_review,security,,要確認,,,Test sun/security/pkcs11/Provider/RequiredMechCheck.java needs write access to src tree,security-libs,javax.crypto:pkcs11,,21.0.7
JDK-8346640,21.0.7,needs_review,classlib,,要確認,,,java/awt/Graphics2D/ScaledTransform/ScaledTransform.java dialog does not get disposed,client-libs,2d,,21.0.7
JDK-8346641,21.0.7,needs_review,interop,,要確認,,,java/net/httpclient/PlainProxyConnectionTest.java failed: Unexpected connection count: 5,core-libs,java.net,,21.0.7
JDK-8346646,21.0.7,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,Exclude List/KeyEventsTest/KeyEventsTest.java from running on macOS,client-libs,java.awt,,21.0.7
JDK-8346647,21.0.7,needs_review,runtime_core,,要確認,,,The libjsig deprecation warning should go to stderr not stdout,hotspot,runtime,,21.0.7
JDK-8346698,21.0.7,needs_review,compiler_tools,,要確認,,,Clean up return code handling for pthread calls in library coding,tools,launcher,,21.0.7
JDK-8346699,21.0.7,needs_review,compiler_tools,,要確認,,,Incorrect format string after JDK-8339475,tools,launcher,,21.0.7
JDK-8346746,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing JToolbar JTooltip JTree tests,client-libs,javax.swing,,21.0.7
JDK-8346748,21.0.7,needs_review,interop,,要確認,,,[REDO] java/nio/file/attribute/BasicFileAttributeView/CreationTime.java#tmp fails on alinux3,core-libs,java.nio,,21.0.7
JDK-8346749,21.0.7,excluded,interop,,対応不要,targets=alpine,non_windows11_platform,File libCreationTimeHelper.c compile fails on Alpine,core-libs,java.nio,,21.0.7
JDK-8346804,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing JTree tests,client-libs,javax.swing,,21.0.7
JDK-8346806,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing JToolbar tests,client-libs,javax.swing,,21.0.7
JDK-8346807,21.0.7,needs_review,classlib,,要確認,,,Delete Redundant Printer Dialog Modality Test,client-libs,java.awt,,21.0.7
JDK-8346808,21.0.7,excluded,runtime_core,test_infra,対応不要,"keywords=jtreg,test",doc_or_test,Add jtreg test for large arrayCopy disjoint case.,hotspot,compiler,,21.0.7
JDK-8346809,21.0.7,needs_review,runtime_core,,要確認,,,C2 SuperWord: some additional PopulateIndex tests,hotspot,compiler,,21.0.7
JDK-8346812,21.0.7,needs_review,classlib,,要確認,,,Get rid of JApplet in test/jdk/sanity/client/lib/SwingSet2/src/DemoModule.java,client-libs,javax.swing,,21.0.7
JDK-8346813,21.0.7,needs_review,security,,要確認,,,SunPKCS11 initialization will call C_GetMechanismInfo on unsupported mechanisms,security-libs,javax.crypto:pkcs11,,21.0.7
JDK-8346814,21.0.7,needs_review,compiler_tools,,要確認,,,Rework BasicTest.testTemp test cases,tools,jpackage,,21.0.7
JDK-8346815,21.0.7,needs_review,compiler_tools,,要確認,,,Test BasicTest.java javac compile fails cannot find symbol,tools,jpackage,,21.0.7
JDK-8346816,21.0.7,needs_review,classlib,,要確認,,,Remove JButton/PressedButtonRightClickTest test,client-libs,javax.swing,,21.0.7
JDK-8346817,21.0.7,needs_review,security,,要確認,,,Google CAInterop test failures,security-libs,java.security,,21.0.7
JDK-8346842,21.0.7,needs_review,runtime_core,,要確認,,,"vmTestbase/nsk/stress/strace/strace015.java failed with 'Cannot read the array length because ""<local4>"" is null'",hotspot,runtime,,21.0.7
JDK-8346851,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT/2D related tests,client-libs,2d,,21.0.7
JDK-8346857,21.0.7,needs_review,compiler_tools,,要確認,,,jpackage test helper function incorrectly removes a directory instead of its contents only,tools,jpackage,,21.0.7
JDK-8346858,21.0.7,needs_review,classlib,,要確認,,,[XWayland] JavaFX hangs when calling java.awt.Robot.getPixelColor,client-libs,java.awt,,21.0.7
JDK-8346891,21.0.7,needs_review,runtime_core,,要確認,,,Checked_cast assert in CDS compare_by_loader,hotspot,runtime,,21.0.7
JDK-8346894,21.0.7,needs_review,classlib,,要確認,,,Open some swing tests,client-libs,javax.swing,,21.0.7
JDK-8346895,21.0.7,needs_review,classlib,,要確認,,,Convert javax/swing/JCheckBox/8032667/bug8032667.java applet test to main,client-libs,javax.swing,,21.0.7
JDK-8346899,21.0.7,needs_review,classlib,,要確認,,,[XWayland] test/jdk/java/awt/Mouse/EnterExitEvents/ResizingFrameTest.java,client-libs,java.awt,,21.0.7
JDK-8346900,21.0.7,needs_review,runtime_core,,要確認,,,Crash due to invalid oop in nmethod after C1 patching,hotspot,compiler,,21.0.7
JDK-8346973,21.0.7,needs_review,runtime_core,,要確認,,,C2: basic blocks with only BoxLock nodes are wrongly treated as empty,hotspot,compiler,,21.0.7
JDK-8347010,21.0.6,needs_review,test_infra,,要確認,,,[21u] Remove designator DEFAULT_PROMOTED_VERSION_PRE=ea for release 21.0.6,infrastructure,release_eng,,21.0.6
JDK-8347012,21.0.7,needs_review,compiler_tools,,要確認,,,"Move jpackage tests from ""jdk.jpackage.tests"" package to the default package",tools,jpackage,,21.0.7
JDK-8347028,21.0.7,needs_review,runtime_core,,要確認,,,[s390x] minimal build failure,hotspot,runtime,,21.0.7
JDK-8347095,21.0.7,needs_review,classlib,,要確認,,,Bad copyright notices in changes from JDK-8339902,client-libs,java.awt,,21.0.7
JDK-8347096,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source AWT List tests,client-libs,java.awt,,21.0.7
JDK-8347100,21.0.7,needs_review,compiler_tools,,要確認,,,"Use OperatingSystem, Architecture, and OSVersion in jpackage tests",tools,jpackage,,21.0.7
JDK-8347103,21.0.7,needs_review,classlib,,要確認,,,Clean up a few ExtendedRobot tests,client-libs,,,21.0.7
JDK-8347176,21.0.7,needs_review,test_infra,,要確認,,,Compile tests with the same visibility rules as product code,infrastructure,build,,21.0.7
JDK-8347276,21.0.7,needs_review,runtime_core,,要確認,,,OperatingSystemMXBean.getSystemCpuLoad() throws NPE,core-svc,java.lang.management,,21.0.7
JDK-8347317,21.0.7,needs_review,compiler_tools,,要確認,,,Improve test coverage for class loading elements with annotations of different retentions,tools,javac,,21.0.7
JDK-8347403,21.0.7,needs_review,test_infra,test_infra,要確認,,,GHA: Build JTReg in single step,infrastructure,build,,21.0.7
JDK-8347440,21.0.7,needs_review,runtime_core,,要確認,,,Use google test string comparison macros,hotspot,runtime,,21.0.7
JDK-8347442,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/image/multiresolution/MultiDisplayTest/MultiDisplayTest.java applet test to main,client-libs,java.awt,,21.0.7
JDK-8347443,21.0.7,needs_review,classlib,,要確認,,,[TEST_BUG]GTK L&F: There is no swatches or RGB tab in JColorChooser,client-libs,javax.swing,,21.0.7
JDK-8347579,21.0.7,needs_review,runtime_core,test_infra,要確認,,,[TESTBUG] Jtreg compiler/loopopts/superword/TestDependencyOffsets.java fails on 512-bit SVE,hotspot,compiler,,21.0.7
JDK-8347580,21.0.7,excluded,compiler_tools,,対応不要,targets=linux,non_windows11_platform,jpackage tests run osx-specific checks on windows and linux,tools,jpackage,,21.0.7
JDK-8347583,21.0.7,excluded,compiler_tools,,対応不要,targets=linux,non_windows11_platform,RuntimePackageTest.testUsrInstallDir test fails on Linux,tools,jpackage,,21.0.7
JDK-8347584,21.0.7,needs_review,runtime_core,,要確認,,,Improve heap walking API tests to verify correctness of field indexes,hotspot,jvmti,,21.0.7
JDK-8347587,21.0.7,needs_review,interop,,要確認,,,Update code gen in CallGeneratorHelper,core-libs,java.lang.foreign,,21.0.7
JDK-8347588,21.0.7,needs_review,runtime_core,,要確認,,,Test com/sun/jmx/remote/NotificationMarshalVersions/TestSerializationMismatch.java fails,core-svc,,,21.0.7
JDK-8347589,21.0.7,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[macos] Test java/awt/Frame/ExceptionOnSetExtendedStateTest/ExceptionOnSetExtendedStateTest.java fails,client-libs,java.awt,,21.0.7
JDK-8347592,21.0.7,needs_review,runtime_core,,要確認,,,Normalize Random usage by incubator vector tests,hotspot,compiler,,21.0.7
JDK-8347593,21.0.7,needs_review,runtime_core,,要確認,,,compiler/codecache/CheckSegmentedCodeCache.java fails,hotspot,compiler,,21.0.7
